"","datazone","type","count","year"
"8329","S01001829","england",88,2011
"8330","S01001830","england",94,2011
"8331","S01001831","england",48,2011
"8332","S01001832","england",27,2011
"8333","S01001833","england",169,2011
"8334","S01001834","england",30,2011
"8335","S01001835","england",119,2011
"8336","S01001836","england",100,2011
"8337","S01001837","england",122,2011
"8338","S01001838","england",49,2011
"8339","S01001839","england",51,2011
"8340","S01001840","england",68,2011
"8341","S01001841","england",60,2011
"8342","S01001842","england",52,2011
"8343","S01001843","england",48,2011
"8344","S01001844","england",279,2011
"8345","S01001845","england",104,2011
"8346","S01001846","england",99,2011
"8347","S01001847","england",48,2011
"8348","S01001848","england",44,2011
"8349","S01001849","england",77,2011
"8350","S01001850","england",73,2011
"8351","S01001851","england",88,2011
"8352","S01001852","england",53,2011
"8353","S01001853","england",85,2011
"8354","S01001854","england",166,2011
"8355","S01001855","england",81,2011
"8356","S01001856","england",58,2011
"8357","S01001857","england",35,2011
"8358","S01001858","england",94,2011
"8359","S01001859","england",38,2011
"8360","S01001860","england",177,2011
"8361","S01001861","england",38,2011
"8362","S01001862","england",46,2011
"8363","S01001863","england",53,2011
"8364","S01001864","england",88,2011
"8365","S01001865","england",61,2011
"8366","S01001866","england",102,2011
"8367","S01001867","england",43,2011
"8368","S01001868","england",105,2011
"8369","S01001869","england",70,2011
"8370","S01001870","england",41,2011
"8371","S01001871","england",236,2011
"8372","S01001872","england",45,2011
"8373","S01001873","england",111,2011
"8374","S01001874","england",52,2011
"8375","S01001875","england",143,2011
"8376","S01001876","england",67,2011
"8377","S01001877","england",40,2011
"8378","S01001878","england",173,2011
"8379","S01001879","england",35,2011
"8380","S01001880","england",51,2011
"8381","S01001881","england",62,2011
"8382","S01001882","england",71,2011
"8383","S01001883","england",86,2011
"8384","S01001884","england",45,2011
"8385","S01001885","england",140,2011
"8386","S01001886","england",48,2011
"8387","S01001887","england",62,2011
"8388","S01001888","england",113,2011
"8389","S01001889","england",46,2011
"8390","S01001890","england",60,2011
"8391","S01001891","england",55,2011
"8392","S01001892","england",49,2011
"8393","S01001893","england",82,2011
"8394","S01001894","england",35,2011
"8395","S01001895","england",51,2011
"8396","S01001896","england",139,2011
"8397","S01001897","england",51,2011
"8398","S01001898","england",17,2011
"8399","S01001899","england",35,2011
"8400","S01001900","england",36,2011
"8401","S01001901","england",154,2011
"8402","S01001902","england",157,2011
"8403","S01001903","england",39,2011
"8404","S01001904","england",45,2011
"8405","S01001905","england",162,2011
"8406","S01001906","england",49,2011
"8407","S01001907","england",56,2011
"8408","S01001908","england",134,2011
"8409","S01001909","england",38,2011
"8410","S01001910","england",36,2011
"8411","S01001911","england",116,2011
"8412","S01001912","england",39,2011
"8413","S01001913","england",152,2011
"8414","S01001914","england",115,2011
"8415","S01001915","england",75,2011
"8416","S01001916","england",148,2011
"8417","S01001917","england",160,2011
"8418","S01001918","england",114,2011
"8419","S01001919","england",36,2011
"8420","S01001920","england",59,2011
"8421","S01001921","england",38,2011
"8422","S01001922","england",112,2011
"8423","S01001923","england",40,2011
"8424","S01001924","england",95,2011
"8425","S01001925","england",142,2011
"8426","S01001926","england",34,2011
"8427","S01001927","england",177,2011
"8428","S01001928","england",184,2011
"8429","S01001929","england",125,2011
"8430","S01001930","england",154,2011
"8431","S01001931","england",27,2011
"8432","S01001932","england",108,2011
"8433","S01001933","england",117,2011
"8434","S01001934","england",130,2011
"8435","S01001935","england",70,2011
"8436","S01001936","england",162,2011
"8437","S01001937","england",64,2011
"8438","S01001938","england",152,2011
"8439","S01001939","england",123,2011
"8440","S01001940","england",138,2011
"8441","S01001941","england",176,2011
"8442","S01001942","england",92,2011
"8443","S01001943","england",24,2011
"8444","S01001944","england",145,2011
"8445","S01001945","england",147,2011
"8446","S01001946","england",32,2011
"8447","S01001947","england",175,2011
"8448","S01001948","england",40,2011
"8449","S01001949","england",34,2011
"8450","S01001950","england",78,2011
"8451","S01001951","england",64,2011
"8452","S01001952","england",174,2011
"8453","S01001953","england",170,2011
"8454","S01001954","england",32,2011
"8455","S01001955","england",59,2011
"8456","S01001956","england",28,2011
"8457","S01001957","england",17,2011
"8458","S01001958","england",63,2011
"8459","S01001959","england",47,2011
"8460","S01001960","england",188,2011
"8461","S01001961","england",168,2011
"8462","S01001962","england",50,2011
"8463","S01001963","england",59,2011
"8464","S01001964","england",51,2011
"8465","S01001965","england",22,2011
"8466","S01001966","england",124,2011
"8467","S01001967","england",33,2011
"8468","S01001968","england",136,2011
"8469","S01001969","england",30,2011
"8470","S01001970","england",136,2011
"8471","S01001971","england",44,2011
"8472","S01001972","england",106,2011
"8473","S01001973","england",46,2011
"8474","S01001974","england",168,2011
"8475","S01001975","england",175,2011
"8476","S01001976","england",145,2011
"8477","S01001977","england",44,2011
"8478","S01001978","england",85,2011
"8479","S01001979","england",166,2011
"8480","S01001980","england",111,2011
"8481","S01001981","england",205,2011
"8482","S01001982","england",16,2011
"8483","S01001983","england",153,2011
"8484","S01001984","england",92,2011
"8485","S01001985","england",41,2011
"8486","S01001986","england",58,2011
"8487","S01001987","england",265,2011
"8488","S01001988","england",43,2011
"8489","S01001989","england",98,2011
"8490","S01001990","england",261,2011
"8491","S01001991","england",52,2011
"8492","S01001992","england",163,2011
"8493","S01001993","england",136,2011
"8494","S01001994","england",172,2011
"8495","S01001995","england",33,2011
"8496","S01001996","england",221,2011
"8497","S01001997","england",56,2011
"8498","S01001998","england",34,2011
"8499","S01001999","england",218,2011
"8500","S01002000","england",26,2011
"8501","S01002001","england",94,2011
"8502","S01002002","england",223,2011
"8503","S01002003","england",69,2011
"8504","S01002004","england",113,2011
"8505","S01002005","england",28,2011
"8506","S01002006","england",60,2011
"8507","S01002007","england",92,2011
"8508","S01002008","england",195,2011
"8509","S01002009","england",198,2011
"8510","S01002010","england",125,2011
"8511","S01002011","england",76,2011
"8512","S01002012","england",125,2011
"8513","S01002013","england",191,2011
"8514","S01002014","england",269,2011
"8515","S01002015","england",40,2011
"8516","S01002016","england",78,2011
"8517","S01002017","england",49,2011
"8518","S01002018","england",36,2011
"8519","S01002019","england",247,2011
"8520","S01002020","england",90,2011
"8521","S01002021","england",48,2011
"8522","S01002022","england",97,2011
"8523","S01002023","england",196,2011
"8524","S01002024","england",169,2011
"8525","S01002025","england",104,2011
"8526","S01002026","england",46,2011
"8527","S01002027","england",299,2011
"8528","S01002028","england",816,2011
"8529","S01002029","england",241,2011
"8530","S01002030","england",100,2011
"8531","S01002031","england",52,2011
"8532","S01002032","england",132,2011
"8533","S01002033","england",74,2011
"8534","S01002034","england",197,2011
"8535","S01002035","england",35,2011
"8536","S01002036","england",77,2011
"8537","S01002037","england",206,2011
"8538","S01002038","england",153,2011
"8539","S01002039","england",99,2011
"8540","S01002040","england",86,2011
"8541","S01002041","england",192,2011
"8542","S01002042","england",97,2011
"8543","S01002043","england",40,2011
"8544","S01002044","england",26,2011
"8545","S01002045","england",77,2011
"8546","S01002046","england",65,2011
"8547","S01002047","england",175,2011
"8548","S01002048","england",266,2011
"8549","S01002049","england",240,2011
"8550","S01002050","england",68,2011
"8551","S01002051","england",37,2011
"8552","S01002052","england",115,2011
"8553","S01002053","england",238,2011
"8554","S01002054","england",139,2011
"8555","S01002055","england",69,2011
"8556","S01002056","england",58,2011
"8557","S01002057","england",88,2011
"8558","S01002058","england",200,2011
"8559","S01002059","england",77,2011
"8560","S01002060","england",154,2011
"8561","S01002061","england",149,2011
"8562","S01002062","england",32,2011
"8563","S01002063","england",208,2011
"8564","S01002064","england",117,2011
"8565","S01002065","england",220,2011
"8566","S01002066","england",198,2011
"8567","S01002067","england",76,2011
"8568","S01002068","england",105,2011
"8569","S01002069","england",70,2011
"8570","S01002070","england",112,2011
"8571","S01002071","england",131,2011
"8572","S01002072","england",132,2011
"8573","S01002073","england",86,2011
"8574","S01002074","england",40,2011
"8575","S01002075","england",107,2011
"8576","S01002076","england",180,2011
"8577","S01002077","england",62,2011
"8578","S01002078","england",100,2011
"8579","S01002079","england",165,2011
"8580","S01002080","england",87,2011
"8581","S01002081","england",133,2011
"8582","S01002082","england",114,2011
"8583","S01002083","england",33,2011
"8584","S01002084","england",108,2011
"8585","S01002085","england",116,2011
"8586","S01002086","england",129,2011
"8587","S01002087","england",203,2011
"8588","S01002088","england",104,2011
"8589","S01002089","england",110,2011
"8590","S01002090","england",83,2011
"8591","S01002091","england",119,2011
"8592","S01002092","england",133,2011
"8593","S01002093","england",210,2011
"8594","S01002094","england",56,2011
"8595","S01002095","england",76,2011
"8596","S01002096","england",135,2011
"8597","S01002097","england",46,2011
"8598","S01002098","england",47,2011
"8599","S01002099","england",158,2011
"8600","S01002100","england",59,2011
"8601","S01002101","england",95,2011
"8602","S01002102","england",33,2011
"8603","S01002103","england",40,2011
"8604","S01002104","england",137,2011
"8605","S01002105","england",183,2011
"8606","S01002106","england",187,2011
"8607","S01002107","england",28,2011
"8608","S01002108","england",198,2011
"8609","S01002109","england",201,2011
"8610","S01002110","england",132,2011
"8611","S01002111","england",82,2011
"8612","S01002112","england",155,2011
"8613","S01002113","england",69,2011
"8614","S01002114","england",82,2011
"8615","S01002115","england",235,2011
"8616","S01002116","england",88,2011
"8617","S01002117","england",134,2011
"8618","S01002118","england",206,2011
"8619","S01002119","england",24,2011
"8620","S01002120","england",76,2011
"8621","S01002121","england",27,2011
"8622","S01002122","england",130,2011
"8623","S01002123","england",96,2011
"8624","S01002124","england",77,2011
"8625","S01002125","england",147,2011
"8626","S01002126","england",32,2011
"8627","S01002127","england",93,2011
"8628","S01002128","england",160,2011
"8629","S01002129","england",147,2011
"8630","S01002130","england",27,2011
"8631","S01002131","england",150,2011
"8632","S01002132","england",45,2011
"8633","S01002133","england",201,2011
"8634","S01002134","england",45,2011
"8635","S01002135","england",116,2011
"8636","S01002136","england",150,2011
"8637","S01002137","england",62,2011
"8638","S01002138","england",41,2011
"8639","S01002139","england",64,2011
"8640","S01002140","england",47,2011
"8641","S01002141","england",137,2011
"8642","S01002142","england",95,2011
"8643","S01002143","england",32,2011
"8644","S01002144","england",111,2011
"8645","S01002145","england",281,2011
"8646","S01002146","england",132,2011
"8647","S01002147","england",39,2011
"8648","S01002148","england",106,2011
"8649","S01002149","england",98,2011
"8650","S01002150","england",92,2011
"8651","S01002151","england",242,2011
"8652","S01002152","england",120,2011
"8653","S01002153","england",31,2011
"8654","S01002154","england",50,2011
"8655","S01002155","england",57,2011
"8656","S01002156","england",207,2011
"8657","S01002157","england",192,2011
"8658","S01002158","england",145,2011
"8659","S01002159","england",144,2011
"8660","S01002160","england",97,2011
"8661","S01002161","england",195,2011
"8662","S01002162","england",78,2011
"8663","S01002163","england",160,2011
"8664","S01002164","england",50,2011
"8665","S01002165","england",60,2011
"8666","S01002166","england",281,2011
"8667","S01002167","england",33,2011
"8668","S01002168","england",219,2011
"8669","S01002169","england",153,2011
"8670","S01002170","england",50,2011
"8671","S01002171","england",38,2011
"8672","S01002172","england",28,2011
"8673","S01002173","england",112,2011
"8674","S01002174","england",172,2011
"8675","S01002175","england",133,2011
"8676","S01002176","england",75,2011
"8677","S01002177","england",156,2011
"8678","S01002178","england",212,2011
"8679","S01002179","england",30,2011
"8680","S01002180","england",165,2011
"8681","S01002181","england",68,2011
"8682","S01002182","england",232,2011
"8683","S01002183","england",134,2011
"8684","S01002184","england",83,2011
"8685","S01002185","england",49,2011
"8686","S01002186","england",149,2011
"8687","S01002187","england",257,2011
"8688","S01002188","england",71,2011
"8689","S01002189","england",92,2011
"8690","S01002190","england",152,2011
"8691","S01002191","england",38,2011
"8692","S01002192","england",49,2011
"8693","S01002193","england",93,2011
"8694","S01002194","england",29,2011
"8695","S01002195","england",225,2011
"8696","S01002196","england",75,2011
"8697","S01002197","england",70,2011
"8698","S01002198","england",115,2011
"8699","S01002199","england",201,2011
"8700","S01002200","england",133,2011
"8701","S01002201","england",249,2011
"8702","S01002202","england",213,2011
"8703","S01002203","england",94,2011
"8704","S01002204","england",54,2011
"8705","S01002205","england",159,2011
"8706","S01002206","england",157,2011
"8707","S01002207","england",71,2011
"8708","S01002208","england",173,2011
"8709","S01002209","england",108,2011
"8710","S01002210","england",142,2011
"8711","S01002211","england",25,2011
"8712","S01002212","england",76,2011
"8713","S01002213","england",71,2011
"8714","S01002214","england",200,2011
"8715","S01002215","england",141,2011
"8716","S01002216","england",178,2011
"8717","S01002217","england",122,2011
"8718","S01002218","england",130,2011
"8719","S01002219","england",87,2011
"8720","S01002220","england",105,2011
"8721","S01002221","england",107,2011
"8722","S01002222","england",101,2011
"8723","S01002223","england",75,2011
"8724","S01002224","england",121,2011
"8725","S01002225","england",154,2011
"8726","S01002226","england",200,2011
"8727","S01002227","england",48,2011
"8728","S01002228","england",51,2011
"8729","S01002229","england",103,2011
"8730","S01002230","england",175,2011
"8731","S01002231","england",260,2011
"8732","S01002232","england",28,2011
"8733","S01002233","england",113,2011
"8734","S01002234","england",102,2011
"8735","S01002235","england",161,2011
"8736","S01002236","england",41,2011
"8737","S01002237","england",73,2011
"8738","S01002238","england",25,2011
"8739","S01002239","england",51,2011
"8740","S01002240","england",93,2011
"8741","S01002241","england",47,2011
"8742","S01002242","england",97,2011
"8743","S01002243","england",94,2011
"8744","S01002244","england",97,2011
"8745","S01002245","england",312,2011
"8746","S01002246","england",116,2011
"8747","S01002247","england",35,2011
"8748","S01002248","england",179,2011
"8749","S01002249","england",96,2011
"8750","S01002250","england",91,2011
"8751","S01002251","england",76,2011
"8752","S01002252","england",130,2011
"8753","S01002253","england",45,2011
"8754","S01002254","england",99,2011
"8755","S01002255","england",233,2011
"8756","S01002256","england",155,2011
"8757","S01002257","england",82,2011
"8758","S01002258","england",85,2011
"8759","S01002259","england",35,2011
"8760","S01002260","england",119,2011
"8761","S01002261","england",93,2011
"8762","S01002262","england",55,2011
"8763","S01002263","england",121,2011
"8764","S01002264","england",127,2011
"8765","S01002265","england",85,2011
"8766","S01002266","england",77,2011
"8767","S01002267","england",51,2011
"8768","S01002268","england",69,2011
"8769","S01002269","england",203,2011
"8770","S01002270","england",178,2011
"8771","S01002271","england",71,2011
"8772","S01002272","england",89,2011
"8773","S01002273","england",100,2011
"8774","S01002274","england",136,2011
"8775","S01002275","england",80,2011
"8776","S01002276","england",137,2011
"8777","S01002277","england",61,2011
"8778","S01002278","england",44,2011
"8779","S01002279","england",66,2011
"8780","S01002280","england",86,2011
"8781","S01002281","england",23,2011
"8782","S01002282","england",6,2011
"8783","S01002283","england",74,2011
"8784","S01002284","england",182,2011
"8785","S01002285","england",90,2011
"8786","S01002286","england",106,2011
"8787","S01002287","england",94,2011
"8788","S01002288","england",217,2011
"8789","S01002289","england",136,2011
"8790","S01002290","england",136,2011
"8791","S01002291","england",45,2011
"8792","S01002292","england",149,2011
"8793","S01002293","england",34,2011
"8794","S01002294","england",101,2011
"8795","S01002295","england",103,2011
"8796","S01002297","england",36,2011
"8797","S01002298","england",104,2011
"8798","S01002299","england",63,2011
"8799","S01002300","england",125,2011
"8800","S01002301","england",127,2011
"8801","S01002302","england",32,2011
"8802","S01002303","england",47,2011
"8803","S01002304","england",276,2011
"8804","S01002305","england",92,2011
"8805","S01002306","england",69,2011
"8806","S01002307","england",144,2011
"8807","S01002308","england",137,2011
"8808","S01002309","england",39,2011
"8809","S01002310","england",86,2011
"8810","S01002311","england",158,2011
"8811","S01002312","england",44,2011
"8812","S01002313","england",130,2011
"8813","S01002314","england",125,2011
"8814","S01002315","england",50,2011
"8815","S01002316","england",132,2011
"8816","S01002317","england",587,2011
"8817","S01002318","england",83,2011
"8818","S01002319","england",62,2011
"8819","S01002320","england",85,2011
"8820","S01002321","england",59,2011
"8821","S01002322","england",86,2011
"8822","S01002323","england",90,2011
"8823","S01002324","england",28,2011
"8824","S01002325","england",190,2011
"8825","S01002326","england",106,2011
"8826","S01002327","england",145,2011
"8827","S01002328","england",60,2011
"8828","S01002329","england",52,2011
"8829","S01002330","england",64,2011
"8830","S01002331","england",79,2011
"8831","S01002332","england",88,2011
"8832","S01002333","england",69,2011
"8833","S01002334","england",162,2011
"8834","S01002335","england",110,2011
"8835","S01002336","england",114,2011
"8836","S01002337","england",90,2011
"8837","S01002338","england",56,2011
"8838","S01002339","england",43,2011
"8839","S01002340","england",54,2011
"8840","S01002341","england",54,2011
"8841","S01002342","england",68,2011
"8842","S01002343","england",105,2011
"8843","S01002344","england",33,2011
"8844","S01002345","england",102,2011
"8845","S01002346","england",129,2011
"8846","S01002347","england",97,2011
"8847","S01002348","england",178,2011
"8848","S01002349","england",85,2011
"8849","S01002350","england",157,2011
"8850","S01002351","england",166,2011
"8851","S01002352","england",105,2011
"8852","S01002353","england",86,2011
"8853","S01002354","england",72,2011
"8854","S01002355","england",65,2011
"8855","S01002356","england",61,2011
"8856","S01002357","england",37,2011
"8857","S01002358","england",90,2011
"8858","S01002359","england",47,2011
"8859","S01002360","england",36,2011
"8860","S01002361","england",46,2011
"8861","S01002362","england",94,2011
"8862","S01002363","england",82,2011
"8863","S01002364","england",40,2011
"8864","S01002365","england",119,2011
"8865","S01002366","england",70,2011
"8866","S01002367","england",110,2011
"8867","S01002368","england",101,2011
"8868","S01002369","england",85,2011
"8869","S01002370","england",95,2011
"8870","S01002371","england",81,2011
"8871","S01002372","england",56,2011
"8872","S01002373","england",108,2011
"8873","S01002374","england",142,2011
"8874","S01002375","england",54,2011
"8875","S01002376","england",72,2011
"8876","S01002377","england",64,2011
"8877","S01002378","england",48,2011
"8878","S01002379","england",63,2011
"8879","S01002380","england",42,2011
"8880","S01002381","england",64,2011
"8881","S01002382","england",38,2011
"8882","S01002383","england",43,2011
"8883","S01002384","england",30,2011
"8884","S01002385","england",25,2011
"8885","S01002386","england",50,2011
"8886","S01002387","england",49,2011
"8887","S01002388","england",53,2011
"8888","S01002389","england",63,2011
"8889","S01002390","england",89,2011
"8890","S01002391","england",118,2011
"8891","S01002392","england",125,2011
"8892","S01002393","england",81,2011
"8893","S01002394","england",32,2011
"8894","S01002395","england",61,2011
"8895","S01002396","england",42,2011
"8896","S01002397","england",114,2011
"8897","S01002398","england",58,2011
"8898","S01002399","england",31,2011
"8899","S01002400","england",44,2011
"8900","S01002401","england",97,2011
"8901","S01002402","england",42,2011
"8902","S01002403","england",35,2011
"8903","S01002404","england",53,2011
"8904","S01002405","england",58,2011
"8905","S01002406","england",39,2011
"8906","S01002407","england",33,2011
"8907","S01002408","england",35,2011
"8908","S01002409","england",51,2011
"8909","S01002410","england",37,2011
"8910","S01002411","england",178,2011
"8911","S01002412","england",53,2011
"8912","S01002413","england",43,2011
"8913","S01002414","england",28,2011
"8914","S01002415","england",33,2011
"8915","S01002416","england",31,2011
"8916","S01002417","england",40,2011
"8917","S01002418","england",35,2011
"8918","S01002419","england",40,2011
"8919","S01002420","england",23,2011
"8920","S01002421","england",55,2011
"8921","S01002422","england",39,2011
"8922","S01002423","england",43,2011
"8923","S01002424","england",38,2011
"8924","S01002425","england",37,2011
"8925","S01002426","england",38,2011
"8926","S01002427","england",53,2011
"8927","S01002428","england",24,2011
"8928","S01002429","england",35,2011
"8929","S01002430","england",38,2011
"8930","S01002431","england",40,2011
"8931","S01002432","england",155,2011
"8932","S01002433","england",19,2011
"8933","S01002434","england",47,2011
"8934","S01002435","england",37,2011
"8935","S01002436","england",35,2011
"8936","S01002437","england",48,2011
"8937","S01002438","england",35,2011
"8938","S01002439","england",23,2011
"8939","S01002440","england",25,2011
"8940","S01002441","england",35,2011
"8941","S01002442","england",36,2011
"8942","S01002443","england",20,2011
"8943","S01002444","england",13,2011
"8944","S01002445","england",31,2011
"8945","S01002446","england",74,2011
"8946","S01002447","england",29,2011
"8947","S01002448","england",25,2011
"8948","S01002449","england",19,2011
"8949","S01002450","england",42,2011
"8950","S01002451","england",60,2011
"8951","S01002452","england",23,2011
"8952","S01002453","england",37,2011
"8953","S01002454","england",33,2011
"8954","S01002455","england",32,2011
"8955","S01002456","england",35,2011
"8956","S01002457","england",31,2011
"8957","S01002458","england",40,2011
"8958","S01002459","england",36,2011
"8959","S01002460","england",34,2011
"8960","S01002461","england",22,2011
"8961","S01002462","england",44,2011
"8962","S01002463","england",47,2011
"8963","S01002464","england",28,2011
"8964","S01002465","england",39,2011
"8965","S01002466","england",60,2011
"8966","S01002467","england",33,2011
"8967","S01002468","england",36,2011
"8968","S01002469","england",21,2011
"8969","S01002470","england",43,2011
"8970","S01002471","england",14,2011
"8971","S01002472","england",28,2011
"8972","S01002473","england",76,2011
"8973","S01002474","england",24,2011
"8974","S01002475","england",21,2011
"8975","S01002476","england",42,2011
"8976","S01002477","england",33,2011
"8977","S01002478","england",32,2011
"8978","S01002479","england",24,2011
"8979","S01002480","england",24,2011
"8980","S01002481","england",34,2011
"8981","S01002482","england",59,2011
"8982","S01002483","england",28,2011
"8983","S01002484","england",36,2011
"8984","S01002485","england",73,2011
"8985","S01002486","england",19,2011
"8986","S01002487","england",27,2011
"8987","S01002488","england",31,2011
"8988","S01002489","england",8,2011
"8989","S01002490","england",21,2011
"8990","S01002491","england",17,2011
"8991","S01002492","england",61,2011
"8992","S01002493","england",24,2011
"8993","S01002494","england",23,2011
"8994","S01002495","england",24,2011
"8995","S01002496","england",42,2011
"8996","S01002497","england",27,2011
"8997","S01002498","england",31,2011
"8998","S01002499","england",37,2011
"8999","S01002500","england",20,2011
"9000","S01002501","england",32,2011
"9001","S01002502","england",35,2011
"9002","S01002503","england",65,2011
"9003","S01002504","england",64,2011
"9004","S01002505","england",34,2011
"9005","S01002506","england",40,2011
"9006","S01002507","england",22,2011
"9007","S01002508","england",46,2011
"9008","S01002509","england",63,2011
"9009","S01002510","england",31,2011
"9010","S01002511","england",22,2011
"9011","S01002512","england",44,2011
"9012","S01002513","england",93,2011
"9013","S01002514","england",24,2011
"9014","S01002515","england",27,2011
"9015","S01002516","england",35,2011
"9016","S01002517","england",14,2011
"9017","S01002518","england",53,2011
"9018","S01002519","england",41,2011
"9019","S01002520","england",28,2011
"9020","S01002521","england",43,2011
"9021","S01002522","england",49,2011
"9022","S01002523","england",44,2011
"9023","S01002524","england",27,2011
"9024","S01002525","england",33,2011
"9025","S01002526","england",29,2011
"9026","S01002527","england",39,2011
"9027","S01002528","england",51,2011
"9028","S01002529","england",51,2011
"9029","S01002530","england",24,2011
"9030","S01002531","england",47,2011
"9031","S01002532","england",27,2011
"9032","S01002533","england",52,2011
"9033","S01002534","england",37,2011
"9034","S01002535","england",32,2011
"9035","S01002536","england",26,2011
"9036","S01002537","england",16,2011
"9037","S01002538","england",35,2011
"9038","S01002539","england",40,2011
"9039","S01002540","england",23,2011
"9040","S01002541","england",135,2011
"9041","S01002542","england",25,2011
"9042","S01002543","england",25,2011
"9043","S01002544","england",35,2011
"9044","S01002545","england",39,2011
"9045","S01002546","england",38,2011
"9046","S01002547","england",24,2011
"9047","S01002548","england",49,2011
"9048","S01002549","england",16,2011
"9049","S01002550","england",12,2011
"9050","S01002551","england",19,2011
"9051","S01002552","england",16,2011
"9052","S01002553","england",29,2011
"9053","S01002554","england",44,2011
"9054","S01002555","england",28,2011
"9055","S01002556","england",28,2011
"9056","S01002557","england",33,2011
"9057","S01002558","england",18,2011
"9058","S01002559","england",40,2011
"9059","S01002560","england",33,2011
"9060","S01002561","england",58,2011
"9061","S01002562","england",23,2011
"9062","S01002563","england",51,2011
"9063","S01002564","england",32,2011
"9064","S01002565","england",42,2011
"9065","S01002566","england",33,2011
"9066","S01002567","england",171,2011
"9067","S01002568","england",43,2011
"9068","S01002569","england",129,2011
"9069","S01002570","england",41,2011
"9070","S01002571","england",51,2011
"9071","S01002572","england",73,2011
"9072","S01002573","england",55,2011
"9073","S01002574","england",98,2011
"9074","S01002575","england",328,2011
"9075","S01002576","england",122,2011
"9076","S01002577","england",97,2011
"9077","S01002578","england",143,2011
"9078","S01002579","england",165,2011
"9079","S01002580","england",53,2011
"9080","S01002581","england",126,2011
"9081","S01002582","england",66,2011
"9082","S01002583","england",119,2011
"9083","S01002584","england",240,2011
"9084","S01002585","england",102,2011
"9085","S01002586","england",53,2011
"9086","S01002587","england",83,2011
"9087","S01002588","england",120,2011
"9088","S01002589","england",136,2011
"9089","S01002590","england",160,2011
"9090","S01002591","england",49,2011
"9091","S01002592","england",64,2011
"9092","S01002593","england",73,2011
"9093","S01002594","england",116,2011
"9094","S01002595","england",59,2011
"9095","S01002596","england",137,2011
"9096","S01002597","england",47,2011
"9097","S01002598","england",115,2011
"9098","S01002599","england",52,2011
"9099","S01002600","england",136,2011
"9100","S01002601","england",49,2011
"9101","S01002602","england",52,2011
"9102","S01002603","england",70,2011
"9103","S01002604","england",171,2011
"9104","S01002605","england",56,2011
"9105","S01002606","england",52,2011
"9106","S01002607","england",79,2011
"9107","S01002608","england",83,2011
"9108","S01002609","england",69,2011
"9109","S01002610","england",76,2011
"9110","S01002611","england",86,2011
"9111","S01002612","england",122,2011
"9112","S01002613","england",172,2011
"9113","S01002614","england",141,2011
"9114","S01002615","england",66,2011
"9115","S01002616","england",67,2011
"9116","S01002617","england",56,2011
"9117","S01002618","england",69,2011
"9118","S01002619","england",91,2011
"9119","S01002620","england",90,2011
"9120","S01002621","england",58,2011
"9121","S01002622","england",1003,2011
"9122","S01002623","england",201,2011
"9123","S01002624","england",94,2011
"9124","S01002625","england",96,2011
"9125","S01002626","england",55,2011
"9126","S01002627","england",114,2011
"9127","S01002628","england",84,2011
"9128","S01002629","england",91,2011
"9129","S01002630","england",78,2011
"9130","S01002631","england",69,2011
"9131","S01002632","england",45,2011
"9132","S01002633","england",66,2011
"9133","S01002634","england",103,2011
"9134","S01002635","england",70,2011
"9135","S01002636","england",55,2011
"9136","S01002637","england",63,2011
"9137","S01002638","england",69,2011
"9138","S01002639","england",117,2011
"9139","S01002640","england",76,2011
"9140","S01002641","england",98,2011
"9141","S01002642","england",52,2011
"9142","S01002643","england",49,2011
"9143","S01002644","england",62,2011
"9144","S01002645","england",47,2011
"9145","S01002646","england",54,2011
"9146","S01002647","england",25,2011
"9147","S01002648","england",93,2011
"9148","S01002649","england",42,2011
"9149","S01002650","england",72,2011
"9150","S01002651","england",42,2011
"9151","S01002652","england",60,2011
"9152","S01002653","england",54,2011
"9153","S01002654","england",59,2011
"9154","S01002655","england",60,2011
"9155","S01002656","england",46,2011
"9156","S01002657","england",88,2011
"9157","S01002658","england",141,2011
"9158","S01002659","england",94,2011
"9159","S01002660","england",57,2011
"9160","S01002661","england",73,2011
"9161","S01002662","england",170,2011
"9162","S01002663","england",64,2011
"9163","S01002664","england",91,2011
"9164","S01002665","england",53,2011
"9165","S01002666","england",153,2011
"9166","S01002667","england",44,2011
"9167","S01002668","england",89,2011
"9168","S01002669","england",104,2011
"9169","S01002670","england",49,2011
"9170","S01002671","england",96,2011
"9171","S01002672","england",43,2011
"9172","S01002673","england",40,2011
"9173","S01002674","england",58,2011
"9174","S01002675","england",109,2011
"9175","S01002676","england",73,2011
"9176","S01002677","england",76,2011
"9177","S01002678","england",106,2011
"9178","S01002679","england",72,2011
"9179","S01002680","england",94,2011
"9180","S01002681","england",64,2011
"9181","S01002682","england",40,2011
"9182","S01002683","england",55,2011
"9183","S01002684","england",57,2011
"9184","S01002685","england",68,2011
"9185","S01002686","england",155,2011
"9186","S01002687","england",125,2011
"9187","S01002688","england",46,2011
"9188","S01002689","england",84,2011
"9189","S01002690","england",47,2011
"9190","S01002691","england",128,2011
"9191","S01002692","england",60,2011
"9192","S01002693","england",46,2011
"9193","S01002694","england",42,2011
"9194","S01002695","england",64,2011
"9195","S01002696","england",40,2011
"9196","S01002697","england",141,2011
"9197","S01002698","england",52,2011
"9198","S01002699","england",26,2011
"9199","S01002700","england",52,2011
"9200","S01002701","england",107,2011
"9201","S01002702","england",33,2011
"9202","S01002703","england",118,2011
