Zone Code,all_16_74_employed,managers_senior_officials,prof_occupations,associate_prof_technical_occ,admin_secretarial,skilled_trades_occ,personal_service,sales_customer_service,process_plant_machine_operatives,elementary
60QS004101,7,0,0,1,1,0,1,1,2,1
60QS004102,9,0,0,1,2,2,0,2,0,2
60QS004103,11,3,0,0,1,1,0,4,2,0
60QS004104,58,8,4,8,10,10,5,4,5,4
60QS004105,79,9,4,8,17,18,5,5,8,5
60QS004106,55,7,3,8,13,6,6,1,6,5
60QS004107,78,10,6,8,14,9,9,9,5,8
60QS004108,16,1,1,2,0,1,2,5,1,3
60QS004109,21,0,0,1,2,4,2,4,5,3
60QS004110,43,3,2,0,8,6,3,8,4,9
60QS004111,10,1,1,2,1,1,0,1,2,1
60QS004112,35,3,0,1,6,7,2,3,5,8
60QS004113,28,0,1,2,3,3,1,9,2,7
60QS004114,36,0,2,1,2,6,4,5,4,12
60QS004115,17,4,0,0,1,1,2,2,4,3
60QS004116,15,0,0,0,3,0,2,3,2,5
60QS004117,24,2,1,4,6,2,1,4,1,3
60QS004118,10,0,2,1,4,0,0,2,0,1
60QS004119,9,0,0,0,2,0,0,2,1,4
60QS004120,43,11,4,6,5,4,3,4,4,2
60QS004121,48,7,5,9,10,4,2,4,2,5
60QS004122,28,3,0,2,2,4,6,4,3,4
60QS004123,25,2,0,3,2,4,4,4,1,5
60QS004124,15,1,0,4,3,2,1,2,0,2
60QS004125,13,0,0,3,2,1,4,1,1,1
60QS004126,26,8,5,6,2,0,1,2,1,1
60QS004127,77,12,22,19,7,4,2,5,4,2
60QS004128,48,5,2,12,8,1,4,8,4,4
60QS004129,39,5,6,6,8,3,1,4,3,3
60QS004130,48,4,18,13,2,2,1,6,2,0
60QS004131,58,5,16,14,8,1,0,13,1,0
60QS004132,9,0,0,1,1,3,0,2,1,1
60QS004133,19,1,0,1,5,2,3,1,2,4
60QS004134,5,2,0,0,2,0,0,0,0,1
60QS004135,5,0,0,0,2,0,1,0,0,2
60QS004136,16,3,0,3,2,1,1,2,1,3
60QS004137,12,0,0,1,0,3,1,6,0,1
60QS004138,21,1,2,2,4,0,0,2,6,4
60QS004139,12,1,1,2,0,0,2,1,2,3
60QS004140,18,2,0,2,0,1,3,4,1,5
60QS004141,12,1,1,0,1,1,1,2,1,4
60QS004142,59,6,3,11,17,4,7,3,3,5
60QS004143,44,4,2,10,11,7,3,3,1,3
60QS004144,35,1,0,4,5,1,8,3,6,7
60QS004145,28,2,2,3,4,2,1,5,6,3
60QS004146,16,0,0,2,6,1,2,3,0,2
60QS004147,18,2,1,1,2,2,4,3,1,2
60QS004148,9,1,0,1,2,0,0,1,1,3
60QS004149,20,1,1,3,1,1,1,2,0,10
60QS004150,13,1,0,0,2,2,0,1,1,6
60QS004151,8,2,0,2,1,0,0,0,0,3
60QS004152,9,1,0,0,1,1,0,1,1,4
60QS004153,9,1,0,1,1,1,0,2,1,2
60QS004154,12,3,1,0,2,0,2,2,0,2
60QS004155,5,1,0,1,2,0,0,0,0,1
60QS004156,28,2,0,1,8,5,1,5,3,3
60QS004157,14,0,0,2,4,2,0,1,0,5
60QS004158,46,11,3,4,5,4,4,2,5,8
60QS004159,28,4,4,1,2,8,2,1,2,4
60QS004160,21,2,1,6,6,0,2,3,1,0
60QS004161,38,3,3,4,7,6,4,3,2,6
60QS004162,4,0,1,0,1,1,1,0,0,0
60QS004163,7,0,0,1,0,0,1,0,0,5
60QS004164,10,0,0,0,1,1,1,4,1,2
60QS004165,17,1,0,2,2,1,1,2,2,6
60QS004166,14,0,1,0,3,3,1,0,1,5
60QS004167,22,2,0,0,6,2,2,3,5,2
60QS004168,18,0,1,1,4,2,2,1,3,4
60QS004169,6,1,0,1,0,0,1,2,0,1
60QS004170,13,3,0,0,2,1,0,0,4,3
60QS004171,15,0,2,2,1,1,0,2,3,4
60QS004172,23,1,3,2,6,2,3,1,1,4
60QS004173,10,1,1,1,0,0,2,1,3,1
60QS004174,77,9,7,17,13,5,4,7,8,7
60QS004175,67,9,4,13,15,5,6,5,7,3
60QS004176,89,8,2,8,22,13,11,10,10,5
60QS004177,86,11,4,10,15,13,4,8,13,8
60QS004178,16,0,1,3,2,2,3,1,1,3
60QS004179,9,0,0,2,1,1,1,2,1,1
60QS004180,18,1,2,3,1,1,1,3,1,5
60QS004181,22,2,1,4,0,4,0,2,2,7
60QS004182,7,0,0,1,1,1,1,2,0,1
60QS004183,15,0,0,1,2,5,0,0,3,4
60QS004184,16,3,0,1,4,1,3,0,1,3
60QS004185,16,0,1,0,4,1,3,2,2,3
60QS004186,46,1,23,2,5,1,3,2,1,8
60QS004187,49,12,11,12,5,4,1,4,0,0
60QS004188,73,9,27,14,7,3,4,4,2,3
60QS004189,60,12,23,12,5,1,1,4,1,1
60QS004190,34,6,3,4,6,3,1,5,2,4
60QS004191,27,5,4,1,6,3,2,1,0,5
60QS004192,33,1,7,8,5,3,2,4,0,3
60QS004193,20,0,1,4,4,1,1,2,2,5
60QS004194,79,17,22,13,4,4,7,6,1,5
60QS004195,68,16,19,16,8,1,1,4,1,2
60QS004196,57,13,12,12,6,4,3,3,0,4
60QS004197,34,2,2,6,7,2,1,2,3,9
60QS004198,52,15,18,6,7,2,1,1,0,2
60QS004199,75,9,30,13,2,2,2,6,6,5
60QS004200,71,23,15,13,5,2,1,9,1,2
60QS004201,31,0,3,7,5,7,1,2,2,4
60QS004202,42,4,9,11,7,3,4,1,0,3
60QS004203,39,3,4,8,3,2,2,10,2,5
60QS004204,42,2,8,9,5,4,2,7,0,5
60QS004205,63,12,19,13,9,0,2,6,0,2
60QS004206,46,10,7,0,7,3,2,3,2,12
60QS004207,41,3,8,8,3,2,2,12,2,1
60QS004208,56,4,4,13,4,7,3,11,0,10
60QS004209,53,6,9,3,5,2,8,13,0,7
60QS004210,47,3,18,5,5,3,2,5,1,5
60QS004211,55,7,2,11,10,3,0,9,1,12
60QS004212,63,6,6,14,8,5,4,11,2,7
60QS004213,35,4,2,5,4,1,7,4,1,7
60QS004214,21,0,2,3,5,1,3,4,0,3
60QS004215,39,6,7,4,3,3,3,4,3,6
60QS004216,51,5,4,15,8,3,2,7,1,6
60QS004217,62,9,18,12,11,0,1,5,1,5
60QS004218,113,9,22,33,12,4,6,11,3,13
60QS004219,44,4,6,5,7,1,2,3,5,11
60QS004220,29,5,2,3,6,1,3,3,2,4
60QS004221,63,10,16,12,6,4,2,6,0,7
60QS004222,82,17,30,16,8,3,2,4,0,2
60QS004223,23,1,2,6,2,0,2,0,2,8
60QS004224,50,7,19,7,2,1,2,10,0,2
60QS004225,38,8,9,9,1,1,1,4,1,4
60QS004226,92,10,31,20,11,4,4,4,2,6
60QS004227,83,10,24,18,3,3,4,9,0,12
60QS004228,36,1,4,6,2,2,3,2,1,15
60QS004229,68,17,25,15,1,2,2,4,0,2
60QS004230,89,16,33,19,4,1,4,5,2,5
60QS004231,28,4,3,2,2,2,2,3,0,10
60QS004232,8,0,2,0,3,2,0,1,0,0
60QS004233,14,1,1,1,1,1,4,2,0,3
60QS004234,76,13,8,13,10,2,6,7,2,15
60QS004235,54,19,20,5,5,1,0,2,1,1
60QS004236,43,7,9,11,4,6,2,2,1,1
60QS004237,40,6,8,10,6,3,2,2,0,3
60QS004238,27,4,6,7,0,2,0,4,1,3
60QS004239,65,8,18,8,9,3,7,7,0,5
60QS004240,31,5,0,4,5,3,1,3,1,9
60QS004241,24,2,1,4,5,3,1,1,1,6
60QS004242,167,49,39,28,15,5,3,11,6,11
60QS004243,210,5,11,18,8,0,11,60,8,89
60QS004244,32,2,6,4,5,3,2,2,3,5
60QS004245,18,0,3,0,3,2,2,2,0,6
60QS004246,28,3,3,4,3,3,1,5,0,6
60QS004247,22,1,2,3,3,1,1,5,3,3
60QS004248,10,0,3,2,0,1,0,0,1,3
60QS004249,20,0,4,4,2,2,0,2,1,5
60QS004250,14,0,2,2,3,1,1,0,0,5
60QS004251,25,0,0,1,4,1,5,6,3,5
60QS004252,18,1,0,2,2,2,3,1,2,5
60QS004253,16,1,3,1,1,2,2,1,3,2
60QS004254,24,3,2,2,5,2,0,2,4,4
60QS004255,101,25,26,23,10,2,2,5,3,5
60QS004256,94,21,24,20,4,5,4,9,0,7
60QS004257,44,7,10,6,9,2,2,6,0,2
60QS004258,59,23,9,11,2,4,1,5,1,3
60QS004259,41,6,0,9,6,3,9,1,0,7
60QS004260,52,4,15,15,5,3,1,7,1,1
60QS004261,75,22,13,12,4,5,7,7,2,3
60QS004262,28,1,0,3,4,3,5,5,0,7
60QS004263,14,1,2,1,2,2,0,1,2,3
60QS004264,15,4,1,2,2,1,1,0,0,4
60QS004265,111,17,13,23,13,9,6,11,4,15
60QS004266,13,0,3,1,3,1,0,2,0,3
60QS004267,81,12,16,12,18,3,1,10,1,8
60QS004268,72,15,6,19,11,2,4,8,3,4
60QS004269,49,6,12,7,6,4,2,6,2,4
60QS004270,19,3,0,1,2,1,5,1,3,3
60QS004271,22,0,1,1,1,2,3,4,1,9
60QS004272,22,0,2,4,4,1,2,2,4,3
60QS004273,15,1,0,5,1,0,1,1,0,6
60QS004274,13,3,0,1,1,1,0,1,2,4
60QS004275,9,0,0,1,3,0,0,2,0,3
60QS004276,9,0,0,0,2,2,1,3,0,1
60QS004277,31,2,1,4,7,3,4,2,3,5
60QS004278,18,1,0,0,5,2,1,3,1,5
60QS004279,16,1,0,2,0,1,4,2,1,5
60QS004280,11,1,1,1,2,0,1,0,2,3
60QS004281,25,0,0,2,6,2,2,4,1,8
60QS004282,49,2,2,10,12,4,7,0,8,4
60QS004283,54,9,6,13,5,4,4,4,5,4
60QS004284,10,1,0,1,1,2,0,1,1,3
60QS004285,8,1,1,0,0,1,1,2,0,2
60QS004286,28,2,0,2,6,1,3,3,2,9
60QS004287,48,1,0,4,9,3,5,11,10,5
60QS004288,16,1,2,2,4,2,0,0,1,4
60QS004289,17,1,0,1,2,2,2,1,4,4
60QS004290,50,10,17,9,6,4,1,2,0,1
60QS004291,14,2,1,2,0,2,3,1,1,2
60QS004292,32,5,13,9,1,0,0,2,0,2
60QS004293,87,12,14,22,5,5,4,10,3,12
60QS004294,106,18,48,17,7,4,4,2,2,4
60QS004295,29,2,3,5,2,3,3,5,2,4
60QS004296,31,1,7,5,7,3,1,3,1,3
60QS004297,52,12,20,8,5,0,2,2,1,2
60QS004298,47,3,18,13,2,0,4,6,0,1
60QS004299,43,5,1,8,13,4,0,6,1,5
60QS004300,36,2,7,13,4,0,2,3,2,3
60QS004301,51,1,4,6,13,3,5,5,7,7
60QS004302,48,3,3,8,12,2,6,7,3,4
60QS004303,33,2,1,6,7,1,6,2,2,6
60QS004304,47,7,8,5,5,6,3,1,4,8
60QS004305,58,17,6,18,8,3,1,2,0,3
60QS004306,69,14,10,13,10,4,6,5,2,5
60QS004307,70,14,16,10,5,4,7,3,4,7
60QS004308,69,3,10,18,13,6,3,5,4,7
60QS004309,47,2,11,9,5,3,2,9,1,5
60QS004310,29,0,2,4,7,5,6,2,1,2
60QS004311,35,2,5,8,6,2,2,6,2,2
60QS004312,80,21,9,22,5,7,5,7,1,3
60QS004313,11,1,1,1,3,1,1,0,2,1
60QS004314,11,0,1,2,5,0,2,0,0,1
60QS004315,73,2,11,18,13,3,5,9,2,10
60QS004316,31,5,4,5,4,2,3,2,2,4
60QS004317,40,5,8,13,3,3,1,3,1,3
60QS004318,50,6,13,5,9,4,3,3,4,3
60QS004319,54,12,18,12,2,1,2,3,1,3
60QS004320,52,5,29,8,3,0,1,1,0,5
60QS004321,62,10,23,16,4,1,0,3,3,2
60QS004322,99,11,21,29,7,4,4,6,5,12
60QS004323,32,1,7,4,4,2,4,6,0,4
60QS004324,47,5,11,13,3,2,4,3,3,3
60QS004325,65,11,16,14,4,2,2,10,0,6
60QS004326,71,10,20,19,2,2,3,8,2,5
60QS004327,57,4,13,8,5,2,1,14,1,9
60QS004328,70,17,25,10,10,1,3,1,2,1
60QS004329,51,11,19,7,4,1,3,3,2,1
60QS004330,48,15,14,8,6,0,2,0,0,3
60QS004331,51,8,25,11,3,1,0,1,0,2
60QS004332,43,4,20,9,4,0,2,1,1,2
60QS004333,76,12,24,23,4,0,2,5,1,5
60QS004334,36,4,17,9,3,0,2,1,0,0
60QS004335,69,14,18,10,8,4,3,4,4,4
60QS004336,19,4,8,3,1,1,0,1,0,1
60QS004337,53,10,12,10,3,5,5,3,0,5
60QS004338,79,23,29,10,8,1,3,3,1,1
60QS004339,60,11,23,12,9,1,0,1,2,1
60QS004340,56,5,9,12,7,6,5,5,3,4
60QS004341,44,1,9,11,6,1,4,8,0,4
60QS004342,57,8,22,14,6,2,1,1,0,3
60QS004343,32,6,10,7,3,1,1,1,1,2
60QS004344,79,19,27,13,8,1,1,3,1,6
60QS004345,64,22,25,7,4,2,1,2,0,1
60QS004346,50,14,19,5,5,2,2,2,1,0
60QS004347,72,20,28,9,7,0,0,4,0,4
60QS004348,75,18,33,11,5,0,2,2,2,2
60QS004349,41,11,17,6,6,0,0,1,0,0
60QS004350,61,11,20,15,6,1,2,3,1,2
60QS004351,65,11,23,8,9,2,3,4,3,2
60QS004352,21,2,9,6,0,0,1,0,0,3
60QS004353,38,9,10,8,2,3,0,4,1,1
60QS004354,75,25,21,12,8,4,2,1,2,0
60QS004355,127,11,33,26,12,4,4,19,6,12
60QS004356,82,21,25,18,11,2,2,2,1,0
60QS004357,62,5,22,13,6,0,3,5,4,4
60QS004358,15,0,0,4,3,3,3,0,1,1
60QS004359,19,0,0,0,7,4,4,0,1,3
60QS004360,104,15,24,14,18,8,9,5,7,4
60QS004361,82,15,14,19,13,4,2,4,3,8
60QS004362,36,5,11,8,5,1,1,1,4,0
60QS004363,40,3,5,9,15,0,1,4,0,3
60QS004364,62,17,10,12,10,3,6,3,1,0
60QS004365,81,9,4,21,9,8,8,9,10,3
60QS004366,58,8,15,19,5,7,3,0,0,1
60QS004367,73,20,26,18,4,2,2,0,1,0
60QS004368,65,18,23,10,2,2,3,4,2,1
60QS004369,31,6,12,6,3,1,0,3,0,0
60QS004370,13,0,1,1,2,2,1,1,1,4
60QS004371,2,0,1,0,1,0,0,0,0,0
60QS004372,40,2,0,3,7,7,4,4,7,6
60QS004373,32,3,0,2,7,3,3,4,5,5
60QS004374,19,1,2,3,4,1,3,2,3,0
60QS004375,40,1,5,12,2,4,5,2,6,3
60QS004376,22,1,1,1,4,5,2,2,2,4
60QS004377,37,2,5,4,7,14,0,1,1,3
60QS004378,37,4,1,4,7,7,4,1,4,5
60QS004379,23,4,1,2,3,2,4,6,0,1
60QS004380,22,0,3,3,1,3,4,2,0,6
60QS004381,8,5,0,1,2,0,0,0,0,0
60QS004382,15,1,0,1,2,0,2,2,2,5
60QS004383,40,4,1,5,6,6,5,5,4,4
60QS004384,17,2,1,1,3,1,3,1,2,3
60QS004385,25,2,3,5,4,3,0,2,2,4
60QS004386,29,2,0,2,6,3,5,4,3,4
60QS004387,43,3,5,7,9,2,7,3,3,4
60QS004388,21,1,3,1,4,3,0,2,3,4
60QS004389,16,0,0,2,4,0,2,1,1,6
60QS004390,10,0,0,0,2,2,0,3,1,2
60QS004391,11,2,1,1,0,0,3,1,1,2
60QS004392,17,2,3,2,1,1,3,2,1,2
60QS004393,26,6,0,2,3,2,3,1,2,7
60QS004394,15,0,1,4,3,0,3,1,1,2
60QS004395,12,0,2,0,1,3,1,1,1,3
60QS004396,15,1,1,1,3,2,3,2,2,0
60QS004397,16,0,0,1,5,2,0,0,3,5
60QS004398,26,0,0,2,5,5,0,7,1,6
60QS004399,25,1,3,8,4,0,0,3,1,5
60QS004400,10,1,0,0,5,1,0,0,1,2
60QS004401,32,1,4,8,3,2,3,6,4,1
60QS004402,34,1,3,4,3,3,1,7,3,9
60QS004403,43,4,6,9,4,7,1,4,1,7
60QS004404,59,10,3,13,7,5,3,7,6,5
60QS004405,42,0,2,4,12,7,3,3,2,9
60QS004406,38,3,0,1,6,7,6,0,4,11
60QS004407,93,8,5,11,13,18,7,6,10,15
60QS004408,70,9,3,7,10,8,9,11,5,8
60QS004409,19,3,1,1,0,1,3,3,5,2
60QS004410,15,1,0,2,3,0,2,1,3,3
60QS004411,15,3,1,0,0,1,1,1,5,3
60QS004412,21,3,1,2,5,3,2,2,1,2
60QS004413,32,3,1,0,4,4,3,5,3,9
60QS004414,182,26,18,32,38,18,11,19,12,8
60QS004415,113,17,11,16,24,12,7,6,9,11
60QS004416,20,2,4,2,7,0,2,1,1,1
60QS004417,27,3,2,9,5,2,0,1,1,4
60QS004418,9,1,1,0,3,0,0,1,1,2
60QS004419,34,1,2,3,5,5,1,5,3,9
60QS004420,12,2,0,0,1,3,2,1,2,1
60QS004421,25,5,4,6,1,0,1,4,1,3
60QS004422,22,0,1,3,5,3,2,4,1,3
60QS004423,36,3,3,9,2,4,2,2,3,8
60QS004424,24,2,0,1,4,4,2,4,2,5
60QS004425,19,1,1,1,2,3,2,3,1,5
60QS004426,16,1,2,0,1,4,0,2,1,5
60QS004427,23,9,4,4,1,0,4,1,0,0
60QS004428,18,4,7,6,0,0,0,0,0,1
60QS004429,64,8,13,12,7,8,4,4,5,3
60QS004430,17,2,1,3,2,2,2,0,1,4
60QS004431,31,3,1,5,3,6,1,4,2,6
60QS004432,57,8,9,7,7,5,9,1,6,5
60QS004433,22,2,1,1,4,4,5,1,0,4
60QS004434,43,1,0,6,11,2,6,2,8,7
60QS004435,46,3,5,7,6,9,4,6,0,6
60QS004436,32,2,0,1,5,7,1,2,6,8
60QS004437,37,0,6,5,9,4,3,0,1,9
60QS004438,50,2,3,27,2,3,3,2,0,8
60QS004439,49,9,14,5,6,3,6,2,3,1
60QS004440,33,5,2,4,2,4,4,3,3,6
60QS004441,44,3,1,5,6,3,6,8,6,6
60QS004442,35,2,2,4,9,4,4,1,4,5
60QS004443,15,0,0,3,1,0,3,4,1,3
60QS004444,42,5,2,3,4,9,5,7,3,4
60QS004445,19,0,2,3,2,2,4,2,0,4
60QS004446,33,2,4,2,9,5,0,1,2,8
60QS004447,50,2,0,4,7,8,3,7,6,13
60QS004448,61,7,1,6,14,9,2,11,6,5
60QS004449,25,1,0,4,2,3,6,2,2,5
60QS004450,72,10,4,20,15,7,5,6,4,1
60QS004451,80,10,9,20,15,12,1,1,8,4
60QS004452,39,3,4,3,3,5,5,5,2,9
60QS004453,80,9,6,17,11,10,5,8,7,7
60QS004454,22,4,2,3,7,1,2,0,1,2
60QS004455,49,8,7,9,6,7,1,5,2,4
60QS004456,26,0,1,3,2,3,11,2,2,2
60QS004457,44,2,0,7,7,6,9,1,8,4
60QS004458,34,1,0,1,9,5,4,7,5,2
60QS004459,21,2,2,2,4,1,2,1,3,4
60QS004460,83,18,5,11,13,9,7,4,6,10
60QS004461,76,8,3,14,20,8,4,6,9,4
60QS004462,39,3,3,7,9,5,1,3,3,5
60QS004463,43,3,1,2,3,10,6,3,2,13
60QS004464,27,3,0,6,3,2,5,3,1,4
60QS004465,37,2,2,2,3,3,6,7,3,9
60QS004466,20,2,0,1,2,2,3,5,2,3
60QS004467,31,2,1,4,4,4,4,5,4,3
60QS004468,40,1,0,4,5,4,6,9,1,10
60QS004469,15,1,0,1,4,1,0,3,2,3
60QS004470,14,0,2,1,2,0,1,4,2,2
60QS004471,18,1,0,0,2,6,2,1,1,5
60QS004472,17,0,0,2,2,3,0,3,2,5
60QS004473,25,1,0,4,3,5,7,1,2,2
60QS004474,36,0,1,7,3,4,5,4,5,7
60QS004475,87,7,7,9,10,13,9,10,8,14
60QS004476,20,0,1,1,1,2,4,4,2,5
60QS004477,24,0,0,0,5,5,6,2,3,3
60QS004478,28,1,0,1,2,7,1,7,2,7
60QS004479,37,3,0,4,6,6,4,4,4,6
60QS004480,53,2,0,3,9,4,3,4,9,19
60QS004481,33,1,0,0,8,2,2,3,6,11
60QS004482,50,6,1,1,6,6,5,7,8,10
60QS004483,52,6,13,12,4,2,3,7,2,3
60QS004484,4,0,0,0,1,0,1,0,1,1
60QS004485,27,0,3,2,3,2,3,3,1,10
60QS004486,21,2,1,3,3,4,1,0,0,7
60QS004487,13,1,2,4,3,0,1,0,0,2
60QS004488,54,13,22,17,2,0,0,0,0,0
60QS004489,53,8,9,18,6,2,4,3,0,3
60QS004490,34,4,5,5,6,3,1,2,4,4
60QS004491,72,12,34,11,8,2,2,2,0,1
60QS004492,73,6,22,23,5,1,1,8,0,7
60QS004493,43,4,7,7,1,3,5,3,3,10
60QS004494,60,6,12,14,4,1,4,7,8,4
60QS004495,25,1,5,1,3,2,1,3,2,7
60QS004496,138,16,22,21,14,13,7,19,6,20
60QS004497,66,5,12,15,10,1,7,9,1,6
60QS004498,32,4,12,3,2,0,0,4,1,6
60QS004499,48,5,10,14,2,0,3,3,0,11
60QS004500,17,1,0,2,1,2,1,2,2,6
60QS004501,39,4,13,13,3,0,2,1,0,3
60QS004502,23,1,1,2,5,3,3,0,2,6
60QS004503,51,0,10,13,7,3,7,4,2,5
60QS004504,21,1,2,2,3,2,2,2,1,6
60QS004505,21,0,0,2,7,2,3,3,2,2
60QS004506,100,7,33,20,13,4,2,7,6,8
60QS004507,52,7,22,9,4,0,6,1,1,2
60QS004508,35,8,12,6,1,1,0,4,2,1
60QS004509,25,0,1,5,8,1,1,1,2,6
60QS004510,36,2,0,3,7,2,3,6,3,10
60QS004511,4,1,0,2,0,0,1,0,0,0
60QS004512,28,0,0,1,4,0,0,6,7,10
60QS004513,47,6,1,1,5,7,9,2,4,12
60QS004514,27,4,4,2,5,0,3,0,4,5
60QS004515,14,0,3,2,1,0,1,1,1,5
60QS004516,30,4,4,2,1,1,3,3,6,6
60QS004517,30,5,7,8,0,3,0,1,1,5
60QS004518,51,1,4,2,7,4,7,7,6,13
60QS004519,20,0,1,2,4,2,1,1,2,7
60QS004520,51,2,10,12,7,3,4,4,2,7
60QS004521,37,3,11,5,5,4,2,2,4,1
60QS004522,85,10,14,16,10,7,5,13,4,6
60QS004523,35,4,5,5,5,2,3,4,1,6
60QS004524,82,12,13,12,9,11,7,4,7,7
60QS004525,51,9,10,5,5,8,7,2,1,4
60QS004526,29,1,0,1,7,2,3,4,4,7
60QS004527,23,1,1,1,2,1,1,4,2,10
60QS004528,24,2,2,2,5,4,0,4,2,3
60QS004529,67,8,7,6,13,6,4,7,8,8
60QS004530,91,8,4,15,15,14,6,7,9,13
60QS004531,21,0,1,3,0,5,2,4,4,2
60QS004532,16,0,6,1,2,0,1,2,0,4
60QS004533,16,1,1,2,2,1,0,0,5,4
60QS004534,28,0,6,1,7,1,1,1,1,10
60QS004535,19,2,3,0,2,0,2,8,1,1
60QS004536,20,1,1,3,2,1,0,1,3,8
60QS004537,27,1,1,2,15,1,2,2,1,2
60QS004538,20,2,2,0,6,0,0,7,0,3
60QS004539,16,0,2,1,1,2,0,6,0,4
60QS004540,21,0,4,0,8,2,5,1,0,1
60QS004541,13,0,1,1,6,0,1,1,1,2
60QS004542,16,0,0,1,1,4,2,3,3,2
60QS004543,11,2,3,0,2,0,0,0,3,1
60QS004544,38,7,4,7,10,2,2,1,4,1
60QS004545,81,6,3,13,14,12,5,8,7,13
60QS004546,41,4,3,8,6,4,7,3,1,5
60QS004547,14,1,1,2,3,0,1,2,0,4
60QS004548,67,9,9,5,8,3,0,14,5,14
60QS004549,98,15,6,18,17,4,2,17,5,14
60QS004550,18,2,0,1,0,4,2,3,0,6
60QS004551,48,4,3,7,6,10,3,8,4,3
60QS004552,83,8,5,13,14,10,1,8,10,14
60QS004553,32,2,3,3,4,6,2,3,5,4
60QS004554,66,8,1,4,7,6,5,14,6,15
60QS004555,31,2,2,4,6,1,3,6,3,4
60QS004556,97,4,4,15,14,11,11,14,7,17
60QS004557,49,2,2,2,4,5,7,5,5,17
60QS004558,18,0,0,1,0,2,4,4,4,3
60QS004559,14,1,0,0,4,1,0,3,1,4
60QS004560,13,0,0,3,3,0,2,1,3,1
60QS004561,14,0,0,2,1,1,4,0,3,3
60QS004562,12,2,1,0,0,0,0,1,4,4
60QS004563,18,3,0,2,5,2,0,2,0,4
60QS004564,9,3,0,2,1,0,2,0,0,1
60QS004565,20,0,2,1,3,1,0,7,1,5
60QS004566,29,1,2,4,2,4,3,5,2,6
60QS004567,26,2,1,0,5,3,5,1,3,6
60QS004568,9,0,0,1,1,3,0,1,2,1
60QS004569,15,0,0,3,2,1,0,2,1,6
60QS004570,18,1,2,1,0,2,3,3,0,6
60QS004571,17,0,1,1,2,4,2,2,2,3
60QS004572,14,2,0,3,0,1,1,2,2,3
60QS004573,15,1,0,0,4,3,1,2,1,3
60QS004574,41,5,0,1,7,7,3,7,4,7
60QS004575,80,7,8,7,12,10,6,9,9,12
60QS004576,11,1,2,2,1,1,0,1,2,1
60QS004577,25,0,1,4,5,3,2,3,3,4
60QS004578,20,0,0,2,5,5,0,2,1,5
60QS004579,29,1,0,2,2,5,4,2,2,11
60QS004580,21,4,1,1,3,2,6,1,1,2
60QS004581,31,2,1,4,4,4,2,2,3,9
60QS004582,36,1,0,5,2,6,6,4,3,9
60QS004583,14,0,0,1,2,1,3,0,0,7
60QS004584,10,0,1,1,1,1,0,1,1,4
60QS004585,74,8,2,13,16,6,7,8,5,9
60QS004586,18,0,0,0,2,4,5,2,1,4
60QS004587,38,2,3,1,5,8,4,4,3,8
60QS004588,29,2,1,1,6,6,4,2,1,6
60QS004589,46,2,2,3,6,6,8,1,6,12
60QS004590,77,12,9,19,10,10,2,4,3,8
60QS004591,107,22,15,20,14,15,4,6,3,8
60QS004592,77,19,7,21,11,2,2,5,6,4
60QS004593,86,14,13,18,13,11,4,5,5,3
60QS004594,32,7,2,10,2,3,3,3,0,2
60QS004595,87,15,11,15,9,9,4,7,11,6
60QS004596,53,5,2,2,7,9,7,7,10,4
60QS004597,81,4,1,9,11,11,6,12,10,17
60QS004598,53,3,3,7,10,4,6,4,4,12
60QS004599,23,1,4,1,3,3,4,0,3,4
60QS004600,99,8,5,18,19,8,10,10,9,12
60QS004601,57,4,2,13,13,6,5,1,8,5
60QS004602,27,0,0,3,3,3,4,2,4,8
60QS004603,62,5,4,7,11,4,9,8,6,8
60QS004604,50,6,3,6,8,3,9,4,2,9
60QS004605,59,6,0,12,12,15,3,2,4,5
60QS004606,53,7,1,8,13,7,4,1,5,7
60QS004607,91,10,5,13,14,13,4,14,9,9
60QS004608,73,11,3,11,2,13,4,11,11,7
60QS004609,33,1,0,1,1,5,3,6,4,12
60QS004610,31,1,2,4,7,1,3,3,2,8
60QS004611,17,5,1,2,4,1,1,2,0,1
60QS004612,34,3,5,6,2,3,9,1,1,4
60QS004613,22,1,0,0,1,2,4,4,0,10
60QS004614,31,1,4,7,5,4,3,2,0,5
60QS004615,25,2,2,6,1,3,3,1,1,6
60QS004616,32,1,1,4,0,7,2,3,5,9
60QS004617,83,12,3,13,8,6,5,11,8,17
60QS004618,10,1,0,1,2,2,1,0,0,3
60QS004619,21,2,0,1,3,1,3,2,3,6
60QS004620,29,2,1,2,3,2,2,3,2,12
60QS004621,8,0,0,1,1,0,0,1,1,4
60QS004622,10,1,0,2,2,0,3,1,0,1
60QS004623,46,7,2,2,7,8,4,6,4,6
60QS004624,21,0,1,1,7,4,0,4,0,4
60QS004625,12,0,0,0,2,0,3,0,1,6
60QS004626,15,0,2,1,1,2,0,3,2,4
60QS004627,31,3,1,0,2,7,1,3,5,9
60QS004628,13,2,2,1,1,1,0,0,4,2
60QS004629,11,0,1,2,0,2,1,2,2,1
60QS004630,39,2,1,2,10,4,6,3,2,9
60QS004631,24,1,2,1,3,3,0,0,6,8
60QS004632,11,3,1,1,0,0,0,0,1,5
60QS004633,17,0,2,0,3,2,3,3,1,3
60QS004634,39,1,2,1,4,5,3,5,6,12
60QS004635,43,3,0,4,5,8,4,2,8,9
